Id,LotFrontage,LotArea,LotShape,LandContour,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,log_price,Bsmt_magnitude,Remod_diff,MSSubClass_encoded,Neighborhood_encoded,MSZoning_encoded,HouseStyle_encoded,LotConfig_encoded,Condition1_encoded,BldgType_encoded,MoSold_encoded,YrSold_encoded,SaleType_encoded,SaleCondition_encoded,Attchd,Detchd,other_garage,RFn,Unf,Fin,Reg,IR1,other_lots,Gable,Hip,other_roofs
248,75.0,11310,Reg,Lvl,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,0.0,6,6,CBlock,6,6,2,0,0,0,0,1367,1367,GasA,10,Y,SBrkr,1375,0,0,1375,0,0,1,0,2,1,6,5,Typ,1,Attchd,1954.0,Unf,2,451,6,6,Y,0,30,0,0,0,0,0,140000,11.84939770159144,8.717797887081348,52,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,0,1,0
249,72.0,11317,Reg,Lvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,101.0,8,6,PConc,8,6,2,0,0,0,0,840,840,GasA,10,Y,SBrkr,840,828,0,1668,0,0,2,1,3,1,8,8,Typ,0,Attchd,2003.0,RFn,2,500,6,6,Y,144,68,0,0,0,0,0,180000,12.100712129872347,10.198039027185569,4,12.367219037365144,12.170908828873328,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.154898366543211,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
252,44.0,4750,IR1,HLS,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,481.0,8,6,PConc,8,6,8,10,1573,0,0,0,1573,GasA,10,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,1,8,5,Typ,1,Attchd,2006.0,Fin,2,538,6,6,Y,123,0,0,0,153,0,0,235000,12.367340793126296,16.30950643030009,0,12.211076913552303,12.167423136162336,11.730064516463871,12.044707822362533,12.03858282628616,12.07938068505317,12.090205681140608,12.136763844011679,12.074906013798504,12.01580906774792,11.859964156291879,1,0,0,0,0,1,0,1,0,0,1,0
253,65.0,8366,IR1,Lvl,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,2,0,0,0,0,798,798,GasA,10,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,8,6,Typ,0,Attchd,2004.0,RFn,2,520,6,6,Y,138,45,0,0,0,0,0,173000,12.061046873479915,10.198039027185569,4,12.367219037365144,12.110175412743665,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.136763844011679,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
254,85.0,9350,Reg,Lvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,108.0,6,6,CBlock,8,6,8,2,270,8,580,452,1302,GasA,10,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,1,8,7,Min1,0,Attchd,1964.0,RFn,1,309,6,6,Y,333,0,0,0,0,0,0,158000,11.970350312009105,15.264337522473747,16,11.989014170828927,11.886403966176834,12.122790588337043,11.968285821256705,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.074906013798504,12.198344255100452,12.028866723037432,1,0,0,1,0,0,1,0,0,0,1,0
255,70.0,8400,Reg,Lvl,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,0.0,6,8,CBlock,6,6,2,4,922,0,0,392,1314,GasA,6,Y,SBrkr,1314,0,0,1314,1,0,1,0,3,1,6,5,Typ,0,Attchd,1957.0,RFn,1,294,6,6,Y,250,0,0,0,0,0,0,145000,11.884489021402711,9.643650760992955,53,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
256,66.0,8738,IR1,Lvl,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,302.0,8,6,PConc,8,6,2,0,0,0,0,975,975,GasA,10,Y,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,8,8,Typ,1,BuiltIn,1999.0,Fin,2,429,6,6,Y,192,0,0,0,0,0,0,230000,12.345834587905333,10.198039027185569,7,12.367219037365144,12.1580578762094,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.03852729172279,12.055883004723798,12.01580906774792,12.028866723037432,0,0,1,0,0,1,0,1,0,1,0,0
257,64.0,8791,IR1,Lvl,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,2,4,503,0,0,361,864,GasA,10,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,8,7,Typ,0,Attchd,2003.0,RFn,2,673,6,6,Y,216,56,0,0,0,0,0,207500,12.24288661865289,10.954451150103322,5,12.367219037365144,12.318596663339227,12.267151247365643,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
258,68.0,8814,Reg,Lvl,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,180.0,8,6,PConc,8,6,2,10,1334,0,0,270,1604,GasA,10,Y,SBrkr,1604,0,0,1604,1,0,2,1,3,1,8,8,Typ,1,Attchd,2006.0,RFn,2,660,6,6,Y,123,110,0,0,0,0,0,220000,12.301382825334498,14.317821063276353,3,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.067377413860319,12.04822541334727,12.01580906774792,11.809537935756566,1,0,0,1,0,0,1,0,0,1,0,0
259,80.0,12435,Reg,Lvl,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,172.0,8,6,PConc,8,6,2,10,361,0,0,602,963,GasA,10,Y,SBrkr,963,829,0,1792,0,0,2,1,3,1,8,7,Typ,1,Attchd,2001.0,RFn,2,564,6,6,Y,0,96,0,245,0,0,0,231500,12.352335152508426,14.2828568570857,7,12.367219037365144,12.170908828873328,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
261,120.0,19296,Reg,Lvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,399.0,6,6,CBlock,6,6,8,4,672,8,690,0,1362,GasA,6,Y,SBrkr,1382,0,0,1382,1,0,1,0,3,1,6,6,Typ,1,Attchd,1991.0,Unf,2,884,6,6,Y,0,0,252,0,0,0,0,176000,12.078239274020289,14.730919862656235,47,11.989014170828927,11.886403966176834,12.122790588337043,11.968285821256705,12.0483455291029,11.763515826644689,12.076290736193817,11.996026721745856,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
262,69.0,9588,IR1,Lvl,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,270.0,8,6,PConc,10,6,2,0,0,0,0,1482,1482,GasA,10,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,10,10,Typ,1,BuiltIn,2007.0,Fin,3,868,6,6,Y,0,148,0,0,0,0,0,276000,12.528156144699286,11.832159566199232,0,12.367219037365144,12.170908828873328,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.105024451611023,12.074906013798504,12.472694032476259,12.459862860584252,0,0,1,0,0,1,0,1,0,1,0,0
263,88.0,8471,IR1,Lvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,46.0,6,6,CBlock,8,8,6,8,506,0,0,0,506,GasA,6,Y,SBrkr,1212,0,0,1212,1,0,1,0,3,1,6,6,Typ,1,Attchd,1978.0,Unf,2,492,6,6,Y,292,12,0,0,0,0,0,151000,11.925035115797062,15.132745950421556,11,11.989014170828927,11.820504356412277,12.122790588337043,11.968285821256705,12.0483455291029,12.07938068505317,12.076290736193817,12.08974542005515,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,1,0,0,1,0,1,0,0
264,50.0,5500,Reg,Lvl,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,BrkTil,6,6,2,2,234,8,692,0,926,GasA,6,Y,SBrkr,926,0,390,1316,1,0,1,0,3,1,6,6,Typ,0,Detchd,1974.0,Unf,2,484,6,6,Y,0,0,0,0,0,0,0,130000,11.77528972943772,12.041594578792296,9,11.831932669447502,11.739992352169574,11.730064516463871,11.828828956657523,12.0483455291029,12.07938068505317,12.076290736193817,12.015857173771163,12.04297054076434,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
265,30.0,5232,IR3,Bnk,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,BrkTil,4,6,2,0,0,0,0,680,680,GasA,8,N,FuseP,764,0,0,764,0,0,1,0,2,1,6,4,Typ,0,Detchd,1965.0,Unf,2,504,6,6,N,0,0,0,0,0,0,0,73000,11.198214720130528,7.483314773547883,4,11.504578088058537,11.739992352169574,11.730064516463871,12.044707822362533,12.03858282628616,11.763515826644689,12.076290736193817,12.040721736780858,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,0,1,0,0,0,1,1,0,0
266,78.0,12090,IR1,Lvl,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,210.0,6,8,CBlock,8,6,2,10,588,2,228,606,1422,GasA,6,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,8,7,Typ,1,Attchd,1981.0,Fin,2,576,6,6,Y,276,0,0,0,0,0,0,175500,12.075394321888057,14.422205101855956,27,12.089473958411261,12.104733533593551,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,1,0,0
267,70.0,11207,IR1,HLS,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,6,6,PConc,8,6,6,10,714,0,0,88,802,GasA,8,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,6,8,Typ,1,Attchd,1997.0,Fin,2,413,6,6,Y,95,75,0,0,0,0,0,185000,12.128111104060462,15.394804318340652,9,12.367219037365144,12.1580578762094,12.122790588337043,12.195885308690835,12.089728672151255,12.07938068505317,12.076290736193817,12.040721736780858,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,1,0,0
268,60.0,8400,Reg,Bnk,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,PConc,6,6,2,2,378,0,0,342,720,GasA,10,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,1,8,8,Typ,1,Detchd,1939.0,Unf,1,240,6,6,Y,262,24,0,0,0,0,0,179500,12.097930486910471,8.94427190999916,11,12.111421677012117,11.831304367561023,12.122790588337043,12.29956452659257,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
269,71.0,6900,Reg,Lvl,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,0.0,6,6,CBlock,6,6,2,8,403,4,125,212,740,GasA,10,Y,SBrkr,778,0,0,778,0,0,1,0,2,1,6,4,Typ,1,Detchd,1966.0,Fin,1,924,10,10,Y,0,25,0,0,0,0,0,120500,11.699405031912846,12.489995996796797,53,11.504578088058537,11.481589810450474,11.730064516463871,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.03852729172279,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,0,0,1,1,0,0,1,0,0
271,84.0,10728,Reg,Lvl,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,4,0,0,0,0,1095,1095,GasA,8,Y,SBrkr,1095,844,0,1939,0,0,2,1,3,1,8,8,Typ,1,Attchd,2006.0,RFn,3,1053,6,6,Y,192,51,0,0,0,0,0,266000,12.491251587763836,10.770329614269007,0,12.367219037365144,12.318596663339227,12.267151247365643,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.055883004723798,12.472694032476259,12.459862860584252,1,0,0,1,0,0,1,0,0,1,0,0
272,73.0,39104,IR1,Low,7,7,1954,2005,Flat,Membran,Plywood,Plywood,0.0,6,6,CBlock,8,6,8,2,226,10,1063,96,1385,GasA,10,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,6,5,Mod,2,Attchd,1954.0,Unf,2,439,6,6,Y,81,0,0,0,0,0,0,241500,12.394624752074764,16.401219466856727,3,12.089473958411261,12.23438137715296,12.122790588337043,12.044707822362533,12.419782568084697,12.07938068505317,12.076290736193817,12.015857173771163,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,0,1,0,0,1,0,0,0,1
273,92.0,11764,IR1,Lvl,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,348.0,8,6,PConc,8,6,2,10,524,0,0,628,1152,GasA,10,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,8,9,Typ,1,Attchd,1999.0,Fin,3,671,6,6,Y,132,57,0,0,0,0,0,290000,12.577636201962656,14.2828568570857,3,12.367219037365144,12.677306977428007,12.122790588337043,12.195885308690835,12.419782568084697,12.07938068505317,12.076290736193817,12.015857173771163,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,1,0,0
274,80.0,9600,Reg,Lvl,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,183.0,6,6,CBlock,6,6,2,4,620,2,620,0,1240,GasA,8,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,6,6,Min1,1,Attchd,1958.0,RFn,1,338,6,6,Y,289,0,0,0,0,0,0,139000,11.842229212112828,9.848857801796104,21,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,11.867578305258728,12.076290736193817,12.015857173771163,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,0,1,0
275,76.0,8314,Reg,Lvl,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,0.0,6,6,CBlock,6,6,8,8,546,0,0,270,816,GasA,6,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,6,5,Typ,0,Attchd,1982.0,Unf,1,264,6,6,Y,168,0,0,0,0,0,0,124500,11.732060994886899,14.142135623730951,25,12.089473958411261,11.956185114275996,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,12.040721736780858,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
276,55.0,7264,Reg,Lvl,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,8,8,BrkTil,6,6,2,0,0,0,0,952,952,GasW,8,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,10,5,Typ,0,Detchd,1978.0,Unf,2,672,6,6,Y,74,0,0,0,144,0,0,205000,12.230765258120545,8.717797887081348,2,11.831932669447502,11.777799561019519,12.122790588337043,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.04822541334727,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
277,129.0,9196,IR1,Lvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,10,6,2,0,0,0,0,1560,1560,GasA,10,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,8,7,Typ,0,Attchd,2003.0,Fin,2,573,6,6,Y,100,150,0,0,0,0,0,201000,12.211060187041213,11.832159566199232,7,12.089473958411261,11.956185114275996,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.015857173771163,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,1,0,0
278,140.0,19138,Reg,Lvl,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,0.0,6,6,CBlock,6,6,2,2,120,0,0,744,864,GasA,10,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,6,4,Typ,0,Detchd,1951.0,Unf,2,400,6,6,Y,0,0,0,0,0,0,0,141000,11.856515169360305,8.94427190999916,59,12.089473958411261,12.1580578762094,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,12.040721736780858,12.04297054076434,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
279,107.0,14450,Reg,Lvl,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,315.0,10,6,PConc,10,6,8,0,0,0,0,2121,2121,GasA,10,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,10,8,Typ,1,Attchd,2007.0,Fin,3,732,6,6,Y,124,98,0,0,142,0,0,415298,12.936751613811438,14.142135623730951,0,12.089473958411261,12.622085831179234,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.074906013798504,12.472694032476259,12.459862860584252,1,0,0,0,0,1,1,0,0,1,0,0
280,83.0,10005,Reg,Lvl,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,299.0,6,6,CBlock,8,6,2,6,392,0,0,768,1160,GasA,10,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,1,6,8,Typ,1,Attchd,1977.0,Fin,2,505,6,6,Y,288,117,0,0,0,0,0,192000,12.165250651009918,11.832159566199232,31,12.367219037365144,12.23438137715296,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.067377413860319,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,0,1,0
281,82.0,11287,Reg,Lvl,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,340.0,8,6,CBlock,8,6,6,10,421,0,0,386,807,GasA,8,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,8,7,Typ,1,Attchd,1989.0,Fin,2,575,6,6,Y,0,84,0,196,0,0,0,228500,12.339291489316397,15.362291495737216,18,12.367219037365144,12.110175412743665,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.044744404451235,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,1,0,0
282,60.0,7200,Reg,Lvl,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,68.0,8,6,PConc,8,6,2,10,905,0,0,357,1262,GasA,8,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,1,8,5,Typ,0,Attchd,2006.0,Fin,2,572,6,6,Y,0,120,0,0,0,0,0,185000,12.128111104060462,14.2828568570857,0,12.089473958411261,12.318596663339227,12.267151247365643,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.055883004723798,12.472694032476259,12.459862860584252,1,0,0,0,0,1,1,0,0,1,0,0
283,34.0,5063,Reg,Lvl,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,166.0,8,6,PConc,8,6,2,10,904,0,0,410,1314,GasA,10,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,8,6,Typ,1,Attchd,2008.0,RFn,2,626,6,6,Y,172,62,0,0,0,0,0,207500,12.24288661865289,14.317821063276353,1,12.211076913552303,12.622085831179234,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,11.803165769535276,12.015857173771163,12.04822541334727,11.961607230361963,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
284,74.0,9612,Reg,Lvl,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,72.0,8,6,PConc,8,6,2,0,0,0,0,1468,1468,GasA,10,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,8,6,Typ,1,Attchd,2008.0,Fin,3,898,6,6,Y,210,150,0,0,0,0,0,244600,12.407379502235209,10.198039027185569,0,12.089473958411261,12.318596663339227,12.122790588337043,12.044707822362533,12.03858282628616,11.867578305258728,12.076290736193817,12.136763844011679,12.04822541334727,12.472694032476259,12.459862860584252,1,0,0,0,0,1,1,0,0,1,0,0
285,50.0,8012,Reg,Lvl,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,0.0,8,6,PConc,8,6,2,10,430,0,0,1145,1575,GasA,8,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,8,5,Typ,0,Attchd,1992.0,RFn,2,529,6,6,Y,0,0,52,0,0,0,0,179200,12.096257779522967,14.317821063276353,15,12.211076913552303,12.110175412743665,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.090205681140608,12.08974542005515,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
286,35.0,4251,IR1,Lvl,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,0.0,8,6,PConc,8,6,2,0,0,0,0,625,625,GasA,10,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,8,5,Typ,0,Detchd,2006.0,RFn,2,528,6,6,Y,0,54,0,0,0,0,0,164700,12.011880916165731,10.198039027185569,0,11.803563837581251,12.318596663339227,12.267151247365643,12.195885308690835,12.03858282628616,12.07938068505317,12.090205681140608,12.040721736780858,12.074906013798504,12.472694032476259,12.459862860584252,0,1,0,1,0,0,0,1,0,1,0,0
287,77.0,9786,IR1,Bnk,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,6,6,2,4,600,0,0,312,912,GasA,6,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,1,8,7,Typ,1,Attchd,1962.0,RFn,2,440,6,6,Y,0,0,0,0,128,0,0,159000,11.976659481202368,9.591663046625438,25,11.831932669447502,11.886403966176834,12.122790588337043,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
290,60.0,8730,Reg,Lvl,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,BrkTil,6,6,2,0,0,0,0,698,698,GasA,10,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,6,7,Typ,0,Detchd,2003.0,Unf,1,384,6,6,Y,0,0,0,0,259,0,0,153575,11.941944326032129,8.717797887081348,4,11.960115358769507,11.777799561019519,12.122790588337043,12.195885308690835,12.03858282628616,12.075675004637136,12.076290736193817,12.08974542005515,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
291,120.0,15611,Reg,Lvl,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,6,0,0,0,0,1079,1079,GasA,10,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,8,8,Typ,1,Attchd,2006.0,RFn,2,685,8,6,Y,0,51,0,0,0,0,0,233230,12.359780370124389,11.661903789690601,0,12.367219037365144,12.170908828873328,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.055883004723798,12.472694032476259,12.459862860584252,1,0,0,1,0,0,1,0,0,1,0,0
293,60.0,11409,Reg,Lvl,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,6,6,2,2,292,0,0,476,768,GasA,8,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,6,8,Min2,1,Attchd,1949.0,Unf,1,281,6,6,Y,0,0,0,0,160,0,0,131000,11.782952602183288,8.94427190999916,1,11.831932669447502,11.778669791045626,12.122790588337043,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.044744404451235,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
295,80.0,9600,Reg,Lvl,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,238.0,6,6,CBlock,6,6,2,10,1285,0,0,131,1416,GasA,6,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,6,7,Typ,2,Attchd,1953.0,Fin,2,418,6,6,Y,110,0,0,0,0,0,0,167000,12.025749091398891,13.30413469565007,56,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,0,1,0
296,37.0,7937,IR1,Lvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,0.0,6,6,CBlock,6,6,6,10,819,0,0,184,1003,GasA,6,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,6,6,Typ,0,Detchd,1984.0,Unf,2,588,6,6,Y,120,0,0,0,0,0,0,142500,11.867097278690842,14.45683229480096,22,11.989014170828927,11.956185114275996,12.122790588337043,11.968285821256705,12.419782568084697,12.07938068505317,12.076290736193817,12.067377413860319,12.055883004723798,12.01580906774792,12.028866723037432,0,1,0,0,1,0,0,1,0,1,0,0
297,75.0,13710,Reg,Lvl,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,6,6,2,6,420,0,0,490,910,GasA,6,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,6,6,Typ,0,Attchd,1950.0,Unf,1,282,6,6,Y,289,0,0,0,0,0,0,152000,11.931635799828413,10.583005244258363,57,11.831932669447502,11.481589810450474,11.730064516463871,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
298,66.0,7399,IR1,Lvl,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,1600.0,8,6,PConc,8,6,2,6,649,0,0,326,975,GasA,10,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,8,7,Typ,1,Detchd,1997.0,RFn,2,576,6,6,Y,0,10,0,0,198,0,0,239000,12.384218830913648,11.832159566199232,9,12.367219037365144,12.318596663339227,12.267151247365643,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,1,0,0,0,1,0,0,1,0
299,90.0,11700,Reg,Lvl,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,365.0,8,6,CBlock,6,6,2,8,384,4,175,143,702,GasA,8,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,6,7,Typ,1,Attchd,1968.0,Unf,2,539,6,6,Y,224,0,0,0,0,0,0,175000,12.072541252905651,12.529964086141668,39,12.367219037365144,12.104733533593551,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,0,0,1
